step,arm_length0,arm_length1
0,0.9639771656720378,0.9639771656720378
1,0.9639771656720378,0.9639771656720378
2,0.9639771656720378,0.9639771656720378
3,0.9639771656720378,0.9639771656720378
4,0.9639771656720378,0.9639771656720378
5,0.9639771656720378,0.9639771656720378
6,0.9639771656720378,0.9639771656720378
7,0.9639771656720378,0.9639771656720378
8,0.9639771656720378,0.9639771656720378
9,0.9639771656720378,0.9639771656720378
10,0.9639771656720378,0.9639771656720378
11,0.9639771656720378,0.9639771656720378
12,0.9639771656720378,0.9639771656720378
13,0.9639771656720378,0.9639771656720378
14,0.9639771656720378,0.9639771656720378
15,0.9639771656720378,0.9639771656720378
16,0.9639771656720378,0.9639771656720378
17,0.9639771656720378,0.9639771656720378
18,0.9639771656720378,0.9639771656720378
19,0.9639771656720378,0.9639771656720378
20,0.9639771656720378,0.9639771656720378
21,0.9639771656720378,0.9639771656720378
22,0.9639771656720378,0.9639771656720378
23,0.9639771656720378,0.9639771656720378
24,0.9639771656720378,0.9639771656720378
25,0.9639771656720378,0.9639771656720378
26,0.9639771656720378,0.9639771656720378
27,0.9639771656720378,0.9639771656720378
28,0.9639771656720378,0.9639771656720378
29,0.9639771656720378,0.9639771656720378
30,0.9639771656720378,0.9639771656720378
31,0.9639771656720378,0.9639771656720378
32,0.9639771656720378,0.9639771656720378
33,0.9639771656720378,0.9639771656720378
34,0.9639771656720378,0.9639771656720378
35,0.9639771656720378,0.9639771656720378
36,0.9639771656720378,0.9639771656720378
37,0.9639771656720378,0.9639771656720378
38,0.9639771656720378,0.9639771656720378
39,0.9639771656720378,0.9639771656720378
40,0.9639771656720378,0.9639771656720378
41,0.9639771656720378,0.9639771656720378
42,0.9639771656720378,0.9639771656720378
43,0.9639771656720378,0.9639771656720378
44,0.9639771656720378,0.9639771656720378
45,0.9639771656720378,0.9639771656720378
46,0.9639771656720378,0.9639771656720378
47,0.9639771656720378,0.9639771656720378
48,0.9639771656720378,0.9639771656720378
49,0.9639771656720378,0.9639771656720378
50,0.9639771656720378,0.9639771656720378
51,0.9639771656720378,0.9639771656720378
52,0.9639771656720378,0.9639771656720378
53,0.9639771656720378,0.9639771656720378
54,0.9639771656720378,0.9639771656720378
55,0.9639771656720378,0.9639771656720378
56,0.9639771656720378,0.9639771656720378
57,0.9639771656720378,0.9639771656720378
58,0.9639771656720378,0.9639771656720378
59,0.9639771656720378,0.9639771656720378
60,0.9639771656720378,0.9639771656720378
61,0.9639771656720378,0.9639771656720378
62,0.9639771656720378,0.9639771656720378
63,0.9639771656720378,0.9639771656720378
64,0.9639771656720378,0.9639771656720378
65,0.9639771656720378,0.9639771656720378
66,0.9639771656720378,0.9639771656720378
67,0.9639771656720378,0.9639771656720378
68,0.9639771656720378,0.9639771656720378
69,0.9639771656720378,0.9639771656720378
70,0.9639771656720378,0.9639771656720378
71,0.9639771656720378,0.9639771656720378
72,0.9639771656720378,0.9639771656720378
73,0.9639771656720378,0.9639771656720378
74,0.9639771656720378,0.9639771656720378
75,0.9639771656720378,0.9639771656720378
76,0.9639771656720378,0.9639771656720378
77,0.9639771656720378,0.9639771656720378
78,0.9639771656720378,0.9639771656720378
79,0.9639771656720378,0.9639771656720378
80,0.9639771656720378,0.9639771656720378
81,0.9639771656720378,0.9639771656720378
82,0.9639771656720378,0.9639771656720378
83,0.9639771656720378,0.9639771656720378
84,0.9639771656720378,0.9639771656720378
85,0.9639771656720378,0.9639771656720378
86,0.9639771656720378,0.9639771656720378
87,0.9639771656720378,0.9639771656720378
88,0.9639771656720378,0.9639771656720378
89,0.9639771656720378,0.9639771656720378
90,0.9639771656720378,0.9639771656720378
91,0.9639771656720378,0.9639771656720378
92,0.9639771656720378,0.9639771656720378
93,0.9639771656720378,0.9639771656720378
94,0.9639771656720378,0.9639771656720378
95,0.9639771656720378,0.9639771656720378
96,0.9639771656720378,0.9639771656720378
97,0.9639771656720378,0.9639771656720378
98,0.9639771656720378,0.9639771656720378
99,0.9639771656720378,0.9639771656720378
100,0.9639771656720378,0.9639771656720378
101,0.9639771656720378,0.9639771656720378
102,0.9639771656720378,0.9639771656720378
103,0.9639771656720378,0.9639771656720378
104,0.9639771656720378,0.9639771656720378
105,0.9639771656720378,0.9639771656720378
106,0.9639771656720378,0.9639771656720378
107,0.9639771656720378,0.9639771656720378
108,0.9639771656720378,0.9639771656720378
109,0.9639771656720378,0.9639771656720378
110,0.9639771656720378,0.9639771656720378
111,0.9639771656720378,0.9639771656720378
112,0.9639771656720378,0.9639771656720378
113,0.9639771656720378,0.9639771656720378
114,0.9639771656720378,0.9639771656720378
115,0.9639771656720378,0.9639771656720378
116,0.9639771656720378,0.9639771656720378
117,0.9639771656720378,0.9639771656720378
118,0.9639771656720378,0.9639771656720378
119,0.9639771656720378,0.9639771656720378
120,0.9639771656720378,0.9639771656720378
121,0.9639771656720378,0.9639771656720378
122,0.9639771656720378,0.9639771656720378
123,0.9639771656720378,0.9639771656720378
124,0.9639771656720378,0.9639771656720378
125,0.9639771656720378,0.9639771656720378
126,0.9639771656720378,0.9639771656720378
127,0.9639771656720378,0.9639771656720378
128,0.9639771656720378,0.9639771656720378
129,0.9639771656720378,0.9639771656720378
130,0.9639771656720378,0.9639771656720378
131,0.9639771656720378,0.9639771656720378
132,0.9639771656720378,0.9639771656720378
133,0.9639771656720378,0.9639771656720378
134,0.9639771656720378,0.9639771656720378
135,0.9639771656720378,0.9639771656720378
136,0.9639771656720378,0.9639771656720378
137,0.9639771656720378,0.9639771656720378
138,0.9639771656720378,0.9639771656720378
139,0.9639771656720378,0.9639771656720378
140,0.9639771656720378,0.9639771656720378
141,0.9639771656720378,0.9639771656720378
142,0.9639771656720378,0.9639771656720378
143,0.9639771656720378,0.9639771656720378
144,0.9639771656720378,0.9639771656720378
145,0.9639771656720378,0.9639771656720378
146,0.9639771656720378,0.9639771656720378
147,0.9639771656720378,0.9639771656720378
148,0.9639771656720378,0.9639771656720378
149,0.9639771656720378,0.9639771656720378
150,0.9639771656720378,0.9639771656720378
151,0.9639771656720378,0.9639771656720378
152,0.9639771656720378,0.9639771656720378
153,0.9639771656720378,0.9639771656720378
154,0.9639771656720378,0.9639771656720378
155,0.9639771656720378,0.9639771656720378
156,0.9639771656720378,0.9639771656720378
157,0.9639771656720378,0.9639771656720378
158,0.9639771656720378,0.9639771656720378
159,0.9639771656720378,0.9639771656720378
160,0.9639771656720378,0.9639771656720378
161,0.9639771656720378,0.9639771656720378
162,0.9639771656720378,0.9639771656720378
163,0.9639771656720378,0.9639771656720378
164,0.9639771656720378,0.9639771656720378
165,0.9639771656720378,0.9639771656720378
166,0.9639771656720378,0.9639771656720378
167,0.9639771656720378,0.9639771656720378
168,0.9639771656720378,0.9639771656720378
169,0.9639771656720378,0.9639771656720378
170,0.9639771656720378,0.9639771656720378
171,0.9639771656720378,0.9639771656720378
172,0.9639771656720378,0.9639771656720378
173,0.9639771656720378,0.9639771656720378
174,0.9639771656720378,0.9639771656720378
175,0.9639771656720378,0.9639771656720378
176,0.9639771656720378,0.9639771656720378
177,0.9639771656720378,0.9639771656720378
178,0.9639771656720378,0.9639771656720378
179,0.9639771656720378,0.9639771656720378
180,0.9639771656720378,0.9639771656720378
181,0.9639771656720378,0.9639771656720378
182,0.9639771656720378,0.9639771656720378
183,0.9639771656720378,0.9639771656720378
184,0.9639771656720378,0.9639771656720378
185,0.9639771656720378,0.9639771656720378
186,0.9639771656720378,0.9639771656720378
187,0.9639771656720378,0.9639771656720378
188,0.9639771656720378,0.9639771656720378
189,0.9639771656720378,0.9639771656720378
190,0.9639771656720378,0.9639771656720378
191,0.9639771656720378,0.9639771656720378
192,0.9639771656720378,0.9639771656720378
193,0.9639771656720378,0.9639771656720378
194,0.9639771656720378,0.9639771656720378
195,0.9639771656720378,0.9639771656720378
196,0.9639771656720378,0.9639771656720378
197,0.9639771656720378,0.9639771656720378
198,0.9639771656720378,0.9639771656720378
199,0.9639771656720378,0.9639771656720378
200,0.9639771656720378,0.9639771656720378
201,0.9639771656720378,0.9639771656720378
202,0.9639771656720378,0.9639771656720378
203,0.9639771656720378,0.9639771656720378
204,0.9639771656720378,0.9639771656720378
205,0.9639771656720378,0.9639771656720378
206,0.9639771656720378,0.9639771656720378
207,0.9639771656720378,0.9639771656720378
208,0.9639771656720378,0.9639771656720378
209,0.9639771656720378,0.9639771656720378
210,0.9639771656720378,0.9639771656720378
211,0.9639771656720378,0.9639771656720378
212,0.9639771656720378,0.9639771656720378
213,0.9639771656720378,0.9639771656720378
214,0.9639771656720378,0.9639771656720378
215,0.9639771656720378,0.9639771656720378
216,0.9639771656720378,0.9639771656720378
217,0.9639771656720378,0.9639771656720378
218,0.9639771656720378,0.9639771656720378
219,0.9639771656720378,0.9639771656720378
220,0.9639771656720378,0.9639771656720378
221,0.9639771656720378,0.9639771656720378
222,0.9639771656720378,0.9639771656720378
223,0.9639771656720378,0.9639771656720378
224,0.9639771656720378,0.9639771656720378
225,0.9639771656720378,0.9639771656720378
226,0.9639771656720378,0.9639771656720378
227,0.9639771656720378,0.9639771656720378
228,0.9639771656720378,0.9639771656720378
229,0.9639771656720378,0.9639771656720378
230,0.9639771656720378,0.9639771656720378
231,0.9639771656720378,0.9639771656720378
232,0.9639771656720378,0.9639771656720378
233,0.9639771656720378,0.9639771656720378
234,0.9639771656720378,0.9639771656720378
235,0.9639771656720378,0.9639771656720378
236,0.9639771656720378,0.9639771656720378
237,0.9639771656720378,0.9639771656720378
238,0.9639771656720378,0.9639771656720378
239,0.9639771656720378,0.9639771656720378
240,0.9639771656720378,0.9639771656720378
241,0.9639771656720378,0.9639771656720378
242,0.9639771656720378,0.9639771656720378
243,0.9639771656720378,0.9639771656720378
244,0.9639771656720378,0.9639771656720378
245,0.9639771656720378,0.9639771656720378
246,0.9639771656720378,0.9639771656720378
247,0.9639771656720378,0.9639771656720378
248,0.9639771656720378,0.9639771656720378
249,0.9639771656720378,0.9639771656720378
250,0.9639771656720378,0.9639771656720378
251,0.9639771656720378,0.9639771656720378
252,0.9639771656720378,0.9639771656720378
253,0.9639771656720378,0.9639771656720378
254,0.9639771656720378,0.9639771656720378
255,0.9639771656720378,0.9639771656720378
256,0.9639771656720378,0.9639771656720378
257,0.9639771656720378,0.9639771656720378
258,0.9639771656720378,0.9639771656720378
259,0.9639771656720378,0.9639771656720378
260,0.9639771656720378,0.9639771656720378
261,0.9639771656720378,0.9639771656720378
262,0.9639771656720378,0.9639771656720378
263,0.9639771656720378,0.9639771656720378
264,0.9639771656720378,0.9639771656720378
265,0.9639771656720378,0.9639771656720378
266,0.9639771656720378,0.9639771656720378
267,0.9639771656720378,0.9639771656720378
268,0.9639771656720378,0.9639771656720378
269,0.9639771656720378,0.9639771656720378
270,0.9639771656720378,0.9639771656720378
271,0.9639771656720378,0.9639771656720378
272,0.9639771656720378,0.9639771656720378
273,0.9639771656720378,0.9639771656720378
274,0.9639771656720378,0.9639771656720378
275,0.9639771656720378,0.9639771656720378
276,0.9639771656720378,0.9639771656720378
277,0.9639771656720378,0.9639771656720378
278,0.9639771656720378,0.9639771656720378
279,0.9639771656720378,0.9639771656720378
280,0.9639771656720378,0.9639771656720378
281,0.9639771656720378,0.9639771656720378
282,0.9639771656720378,0.9639771656720378
283,0.9639771656720378,0.9639771656720378
284,0.9639771656720378,0.9639771656720378
285,0.9639771656720378,0.9639771656720378
286,0.9639771656720378,0.9639771656720378
287,0.9639771656720378,0.9639771656720378
288,0.9639771656720378,0.9639771656720378
289,0.9639771656720378,0.9639771656720378
290,0.9639771656720378,0.9639771656720378
291,0.9639771656720378,0.9639771656720378
292,0.9639771656720378,0.9639771656720378
293,0.9639771656720378,0.9639771656720378
294,0.9639771656720378,0.9639771656720378
295,0.9639771656720378,0.9639771656720378
296,0.9639771656720378,0.9639771656720378
297,0.9639771656720378,0.9639771656720378
298,0.9639771656720378,0.9639771656720378
299,0.9639771656720378,0.9639771656720378
